Busco_id Status Sequence Score Length length prop_gc orf_length in_bridges p_good p_bases_covered p_seq_true score p_not_segmented eff_length eff_count tpm coverage sCnuc sCcov sCord sCseg
EOG09360EPY Duplicated TRINITY_DN111135_c0_g1_i5 483.6 295 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360ES7 Duplicated TRINITY_DN130830_c0_g4_i3 362.2 274 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360ESZ Duplicated TRINITY_DN134617_c1_g2_i9 624.8 363 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360ETX Fragmented TRINITY_DN135533_c0_g2_i1 395.9 195 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360EUJ Duplicated TRINITY_DN142675_c0_g2_i7 552.9 300 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360EUJ Duplicated TRINITY_DN142675_c0_g2_i8 552.9 276 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360EUK Duplicated TRINITY_DN137264_c1_g2_i13 621.9 370 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360EUK Duplicated TRINITY_DN137264_c1_g2_i3 621.9 370 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360EUN Duplicated TRINITY_DN137051_c0_g2_i7 431.2 329 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360EV2 Duplicated TRINITY_DN119720_c0_g2_i3 651.9 384 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360EV2 Duplicated TRINITY_DN119720_c0_g3_i1 651.9 384 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360EW1 Duplicated TRINITY_DN134443_c3_g3_i3 297.5 210 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360EWV Duplicated TRINITY_DN142688_c0_g1_i3 623.7 426 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360EX7 Duplicated TRINITY_DN116859_c3_g1_i10 640.9 313 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360EYE Complete TRINITY_DN132450_c2_g3_i3 497.8 264 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360EYO Fragmented TRINITY_DN142419_c0_g2_i1 359.6 163 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360F0Y Fragmented TRINITY_DN134361_c1_g1_i4 547.5 252 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360F1B Duplicated TRINITY_DN135697_c0_g1_i6 526.9 318 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360F1R Duplicated TRINITY_DN127780_c0_g1_i4 347.1 271 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360F40 Duplicated TRINITY_DN110942_c0_g1_i9 518.1 274 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360F4O Complete TRINITY_DN131746_c0_g1_i6 404.5 278 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360F53 Duplicated TRINITY_DN148677_c1_g1_i9 592.3 357 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360F56 Duplicated TRINITY_DN118134_c5_g5_i3 456.3 248 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360F69 Duplicated TRINITY_DN131871_c4_g2_i2 372.9 259 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360F6U Duplicated TRINITY_DN135502_c3_g1_i5 632.7 332 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360F71 Duplicated TRINITY_DN148072_c2_g2_i3 371.3 195 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360F83 Duplicated TRINITY_DN118993_c1_g1_i14 514.2 333 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360F8D Duplicated TRINITY_DN127909_c0_g2_i1 364.2 300 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360F8I Duplicated TRINITY_DN131724_c0_g1_i10 506.7 290 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360F8Q Complete TRINITY_DN121598_c0_g3_i5 566.9 298 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FB1 Duplicated TRINITY_DN127831_c0_g1_i1 532.1 329 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FB1 Duplicated TRINITY_DN127831_c0_g2_i1 532.1 329 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FB7 Duplicated TRINITY_DN146024_c0_g2_i10 566.7 304 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FBI Duplicated TRINITY_DN131792_c0_g1_i1 472.2 336 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FBI Duplicated TRINITY_DN131792_c0_g1_i8 472.2 336 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FCX Duplicated TRINITY_DN126694_c1_g1_i3 614.6 288 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FDV Fragmented TRINITY_DN116084_c0_g1_i9 263.9 176 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FE1 Fragmented TRINITY_DN147668_c2_g1_i4 428.1 228 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FIH Duplicated TRINITY_DN125186_c0_g1_i3 721.9 349 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FIH Duplicated TRINITY_DN125186_c0_g2_i1 721.9 349 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FIO Complete TRINITY_DN143144_c2_g1_i2 525.7 243 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FJP Duplicated TRINITY_DN127030_c0_g1_i4 657.9 412 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FJQ Duplicated TRINITY_DN141761_c0_g1_i12 598.5 294 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FJQ Duplicated TRINITY_DN141761_c0_g1_i18 598.5 294 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FJY Duplicated TRINITY_DN132039_c0_g1_i7 530.6 274 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FKR Duplicated TRINITY_DN136294_c1_g4_i3 446.5 296 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FLC Duplicated TRINITY_DN130434_c0_g1_i2 498.3 280 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FLC Duplicated TRINITY_DN130434_c0_g2_i5 498.3 280 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FM4 Duplicated TRINITY_DN118562_c2_g4_i2 459.4 365 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FML Complete TRINITY_DN147398_c0_g3_i2 314.6 168 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FN1 Duplicated TRINITY_DN127241_c0_g1_i3 532.2 279 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FOF Duplicated TRINITY_DN130236_c1_g3_i3 279.1 443 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FQU Duplicated TRINITY_DN139427_c1_g3_i8 538.4 338 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FR1 Duplicated TRINITY_DN107005_c0_g1_i1 366.6 206 346 0.361272 40 0 0.333333 0.872832 0.992857 0.28391 0.982842 346 0 0 0 0.992857 0.872832 0.333333 0.982842
EOG09360FRJ Duplicated TRINITY_DN138575_c0_g1_i13 433.5 229 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FU3 Duplicated TRINITY_DN118952_c0_g1_i4 472 285 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FU3 Duplicated TRINITY_DN118952_c0_g2_i1 472 285 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FUF Duplicated TRINITY_DN139390_c0_g1_i5 467.5 308 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FUV Duplicated TRINITY_DN126123_c1_g1_i8 468.2 256 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FVA Duplicated TRINITY_DN114894_c3_g1_i1 626.6 334 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FVB Duplicated TRINITY_DN116582_c2_g2_i6 468.6 299 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FVB Duplicated TRINITY_DN116582_c2_g4_i1 468.6 299 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FVD Duplicated TRINITY_DN127487_c1_g1_i6 432.5 242 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FVP Duplicated TRINITY_DN147975_c2_g1_i3 482.5 272 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FVP Duplicated TRINITY_DN148141_c2_g6_i2 482.5 272 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FWB Duplicated TRINITY_DN115024_c2_g4_i2 423.5 276 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360FWE Duplicated TRINITY_DN132361_c3_g3_i2 559 277 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360G0D Duplicated TRINITY_DN119272_c0_g1_i4 575.2 276 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360G0I Duplicated TRINITY_DN114270_c0_g1_i3 433.9 279 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360G0I Duplicated TRINITY_DN114270_c0_g1_i8 433.9 279 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360G0X Duplicated TRINITY_DN131139_c0_g1_i4 342.6 266 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360G1W Duplicated TRINITY_DN123790_c1_g2_i9 515.9 263 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360G2E Duplicated TRINITY_DN118855_c0_g1_i10 443.4 262 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360G30 Duplicated TRINITY_DN132848_c4_g3_i3 588.4 294 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360G30 Duplicated TRINITY_DN148062_c2_g4_i4 588.4 294 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360G3S Duplicated TRINITY_DN137721_c0_g2_i13 487 296 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360G42 Duplicated TRINITY_DN119287_c1_g2_i1 525.8 266 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360G43 Duplicated TRINITY_DN127702_c2_g2_i7 429 241 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360G4Y Duplicated TRINITY_DN130731_c0_g1_i5 476.8 282 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360G5B Duplicated TRINITY_DN141463_c0_g1_i15 570.2 279 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360G5I Duplicated TRINITY_DN116137_c0_g4_i2 375.8 263 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360G65 Duplicated TRINITY_DN127508_c0_g2_i6 619.4 368 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360G6G Duplicated TRINITY_DN133723_c0_g1_i9 478.6 276 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360G7Q Duplicated TRINITY_DN142447_c0_g2_i10 390.5 241 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360G91 Complete TRINITY_DN123382_c1_g2_i12 343.1 449 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360G99 Duplicated TRINITY_DN140147_c2_g2_i3 421.6 232 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GA9 Duplicated TRINITY_DN139995_c3_g3_i1 428.4 231 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GB9 Duplicated TRINITY_DN148000_c1_g1_i11 343.7 283 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GBZ Duplicated TRINITY_DN128327_c0_g4_i10 419.6 259 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GC2 Duplicated TRINITY_DN110781_c0_g2_i4 575.1 331 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GC7 Complete TRINITY_DN128181_c0_g1_i12 537.3 267 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GCH Duplicated TRINITY_DN119941_c1_g2_i2 525.7 259 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GEM Duplicated TRINITY_DN125155_c0_g1_i3 477.1 266 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GF5 Complete TRINITY_DN133047_c2_g2_i4 331.7 322 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GFD Duplicated TRINITY_DN123839_c0_g3_i2 458.6 275 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GFV Duplicated TRINITY_DN130233_c0_g1_i4 491.5 289 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GHT Duplicated TRINITY_DN133040_c3_g1_i4 363 203 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GK5 Duplicated TRINITY_DN117245_c0_g1_i26 498.6 275 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GKN Duplicated TRINITY_DN127150_c1_g1_i1 277.3 212 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GKU Duplicated TRINITY_DN117940_c0_g2_i6 315.9 224 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GMF Complete TRINITY_DN120041_c0_g2_i4 499.4 294 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GMQ Fragmented TRINITY_DN114000_c2_g3_i2 350.2 200 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GMU Duplicated TRINITY_DN137500_c0_g1_i1 377.5 260 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GN9 Duplicated TRINITY_DN123165_c0_g1_i1 468.1 242 232 0.400862 23 0 0 1 1 0.01 0.982107 232 0 0 0 1 1 0 0.982107
EOG09360GOA Duplicated TRINITY_DN149463_c0_g1_i3 270.1 285 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GOP Duplicated TRINITY_DN140581_c1_g1_i11 509.5 384 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GQJ Fragmented TRINITY_DN143383_c2_g2_i4 191.6 151 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GQN Duplicated TRINITY_DN133904_c1_g2_i5 508.5 286 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GQN Duplicated TRINITY_DN133904_c1_g4_i4 508.5 286 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GQQ Duplicated TRINITY_DN112377_c0_g2_i1 357.7 259 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GRH Duplicated TRINITY_DN128729_c1_g1_i2 734 341 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GS5 Duplicated TRINITY_DN131630_c4_g2_i9 499 258 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GTG Duplicated TRINITY_DN138014_c1_g3_i2 581.2 282 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GU0 Duplicated TRINITY_DN117059_c0_g2_i4 503.7 272 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GU6 Complete TRINITY_DN128052_c0_g2_i6 415.3 248 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GUO Duplicated TRINITY_DN145454_c0_g1_i3 343.2 273 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GUZ Complete TRINITY_DN124878_c0_g2_i2 428.7 281 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GVP Duplicated TRINITY_DN130935_c1_g1_i16 459.2 234 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GVY Duplicated TRINITY_DN130086_c1_g2_i4 548.3 297 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GWA Duplicated TRINITY_DN130025_c0_g1_i5 505 252 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GXC Duplicated TRINITY_DN133241_c0_g1_i15 510 275 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GXD Fragmented TRINITY_DN141909_c0_g2_i4 463.1 252 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GXJ Duplicated TRINITY_DN131745_c1_g1_i3 410 255 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GXL Duplicated TRINITY_DN142661_c2_g1_i4 512.8 298 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GXV Complete TRINITY_DN121721_c1_g2_i7 541 290 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GYO Duplicated TRINITY_DN131805_c1_g2_i10 543.6 255 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GZ2 Duplicated TRINITY_DN140498_c2_g1_i1 585.1 297 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GZ2 Duplicated TRINITY_DN140498_c2_g1_i4 585.1 297 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GZA Duplicated TRINITY_DN122999_c3_g1_i1 327.8 185 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GZB Duplicated TRINITY_DN145676_c0_g1_i4 534.4 286 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360GZJ Complete TRINITY_DN135335_c2_g1_i1 522.9 338 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360H0G Fragmented TRINITY_DN148305_c3_g1_i17 164.3 177 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360H49 Duplicated TRINITY_DN121401_c6_g7_i1 415.4 217 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360H4K Duplicated TRINITY_DN119919_c0_g1_i14 403.1 250 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360H4M Duplicated TRINITY_DN114975_c0_g2_i2 328.6 191 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360H4R Duplicated TRINITY_DN114284_c0_g2_i4 502 245 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360H66 Duplicated TRINITY_DN141856_c1_g2_i5 352.7 219 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360H66 Duplicated TRINITY_DN141856_c1_g2_i8 352.7 219 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360H7R Duplicated TRINITY_DN128299_c0_g1_i4 463 244 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360H7T Duplicated TRINITY_DN121626_c0_g2_i4 438.5 247 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360H9R Duplicated TRINITY_DN131933_c0_g1_i8 376.8 240 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HAG Duplicated TRINITY_DN134246_c2_g3_i16 484.5 270 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HAP Duplicated TRINITY_DN119799_c0_g4_i6 504.1 265 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HBC Duplicated TRINITY_DN126825_c0_g3_i3 295.4 285 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HC5 Duplicated TRINITY_DN128654_c1_g2_i9 289.3 239 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HCK Duplicated TRINITY_DN125148_c0_g3_i3 549 271 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HD9 Duplicated TRINITY_DN117891_c1_g2_i13 428.8 220 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HD9 Duplicated TRINITY_DN117891_c1_g2_i3 428.8 220 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HE3 Duplicated TRINITY_DN132628_c0_g5_i1 390.9 198 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HGB Duplicated TRINITY_DN140274_c1_g1_i10 448.3 284 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HGJ Duplicated TRINITY_DN142166_c1_g1_i4 540.4 284 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HGT Duplicated TRINITY_DN113324_c0_g2_i6 497.6 268 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HGV Duplicated TRINITY_DN130789_c1_g4_i1 425.3 267 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HI2 Duplicated TRINITY_DN132965_c1_g4_i2 289.1 291 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HIJ Duplicated TRINITY_DN114331_c0_g1_i2 508.8 286 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HK0 Duplicated TRINITY_DN117550_c0_g1_i7 573.4 318 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HKF Duplicated TRINITY_DN138115_c1_g2_i1 554.4 289 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HKW Duplicated TRINITY_DN120599_c0_g2_i4 361.8 284 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HKW Duplicated TRINITY_DN120599_c0_g3_i1 361.8 284 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HLN Duplicated TRINITY_DN138014_c1_g2_i3 430.7 245 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HMJ Duplicated TRINITY_DN131256_c0_g1_i1 444.7 251 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HMJ Duplicated TRINITY_DN131256_c0_g1_i3 444.7 251 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HN7 Duplicated TRINITY_DN134282_c6_g1_i4 429.8 243 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HO3 Complete TRINITY_DN146112_c0_g1_i19 385.4 208 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HOF Complete TRINITY_DN132526_c2_g1_i16 414.3 271 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HOV Duplicated TRINITY_DN117838_c0_g1_i1 435.1 232 302 0.592715 71 0 1 1 0.992857 0.985149 0.992237 302 0 0 0 0.992857 1 1 0.992237
EOG09360HPN Duplicated TRINITY_DN123904_c0_g2_i5 417.7 248 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HPQ Duplicated TRINITY_DN136464_c0_g4_i5 521 258 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HQF Duplicated TRINITY_DN138168_c2_g1_i7 464.1 242 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HQO Duplicated TRINITY_DN135720_c0_g2_i5 646.6 556 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HQQ Duplicated TRINITY_DN128631_c0_g3_i3 247.1 180 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HQQ Duplicated TRINITY_DN143414_c1_g2_i2 247.1 180 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HR1 Duplicated TRINITY_DN116360_c0_g1_i2 526.4 263 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HR1 Duplicated TRINITY_DN116360_c0_g1_i6 526.4 263 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HR3 Complete TRINITY_DN143484_c0_g1_i2 501.3 334 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HRI Duplicated TRINITY_DN121129_c0_g1_i4 563.1 275 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HSL Duplicated TRINITY_DN120159_c2_g1_i3 501.5 280 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HTY Duplicated TRINITY_DN128886_c0_g1_i3 211 151 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HUX Duplicated TRINITY_DN116131_c0_g2_i18 339.9 229 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HUX Duplicated TRINITY_DN116131_c0_g3_i4 339.9 229 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HX1 Duplicated TRINITY_DN130825_c2_g1_i2 176.4 202 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HY3 Duplicated TRINITY_DN118679_c0_g1_i10 338.6 213 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360HZF Duplicated TRINITY_DN113497_c1_g2_i3 431.1 244 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360I07 Complete TRINITY_DN142226_c0_g1_i12 473.2 251 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360I0L Duplicated TRINITY_DN133289_c0_g2_i5 475 336 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360I0P Duplicated TRINITY_DN117328_c0_g1_i6 452.7 276 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
EOG09360I13 Duplicated TRINITY_DN129718_c0_g2_i2 389.9 249 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
